title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Pulut Hitam Pie ($1.70),"NDP Special
.
Stuffed with purple sticky rice coconut cream
.",https://burpple-1.imgix.net/foods/1659343568_review_image1946647_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Teh C Frappé ($5),"NDP Special
.
Teh C topped with whipped cream and chocolate powder
.
Nothing much to shout about. Just a medium size of Teh C.",https://burpple-3.imgix.net/foods/1659343440_review_image1946646_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Laksa Delight Prawn Burger ($7.40),"NDP Special
.
Features a prawn patty topped with creamy laksa sauce, purple cabbage slaw and egg between two lightly-toasted butter buns
.
I opt for more creamy laksa sauce on the burger
.
lt was really messy while eating this laksa-inspired burger. To me, I felt that the star was the creamy laksa sauce. I could taste the strong shrimp and coconut flavours
.",https://burpple-2.imgix.net/foods/1659343332_review_image1946645_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Ovaltine McFlurry ($3),"McFlurry vanilla soft serve swirled with crunchy, crushed Ovaltine candy
.",https://burpple-1.imgix.net/foods/1656839011_review_image1943608_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Banana Pie,"Love it, because it tastes like goreng pisang but mashy kind!
(S$1.40)",https://burpple-3.imgix.net/foods/60d6dc52d0f7f9b71021915287_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Hainanese Chicken Burger,"A crispy fried chicken patty topped off with cabbage, carrots and lettuce. The vegetables and the crust around the chicken patty gave it a bit of bite. The burger comes with garlic chili and ginger sauce, a separate black sweet sauce was also given to add on to it. Overall, is not bad but not my choice of burger.",https://burpple-1.imgix.net/foods/60d6dc52d0f403d08f01915286_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Pizza Shaker Fries ($4),"The pizza shake contains a mix of oregano, basil, vegetables and tomato
.
Pizza shaker fries wasn’t my liking as it left a weird aftertaste
.",https://burpple-1.imgix.net/foods/2feec06f6647257f05801896833_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Chick ‘N’ Cheese ($7),"Mozzarella cheese patty stacked with crispy chicken patty, slathered with tomato-chilli jam, cheddar slice, lettuce and sandwiched between two sesame buns",https://burpple-3.imgix.net/foods/2feec06f6646ddd728861896831_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Sausage McGriddle with Egg ($5.40),"Back after a long hiatus
.
Soft warm griddle cakes with the sweet taste of maple holding a fluffy folded egg, savoury sausage, and melty American cheese
.",https://burpple.imgix.net/foods/2feec06f41dfaa9be05a1889588_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Pie Or Pi Day,It is 3.14 tomorrow which is Pi day so pies were on offer at $1! Bought both the apple pie and the chocolate pie. Haven't eaten the apple pie for many years and it is still the same taste like how I remembered it. So good! First time trying the chocolate pie. Not too sweet and jusy gooey enough. Would be better if I ate there and it is hot. Yumz,https://burpple-1.imgix.net/foods/2eff04b18c10cba01c101889208_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Yuzu Cream Cheese Pie,"It’s citrusy and creamy. Surprisingly, the pie is not very sweet. The cream cheese is light and doesn’t have a strong cheese taste. The yuzu fillings is quite light and has a artificial taste. Overall, is a good match and I like it!
(S$1.50)",https://burpple-2.imgix.net/foods/60d6dc3ee0176af27a21859281_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Chocolate Banana Pie,"Molten dark chocolate mingling with a mashed banana fillings in a crispy pastry shell. The mashed banana tastes exactly like goreng pisang and the gooey chocolate was more of “gel” state and is mildly sweet. Overall, one of their best pies launched so far!
(S$1.50)",https://burpple-1.imgix.net/foods/60d6dc2fbef0ed1fdc61801121_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Grilled Chicken Sandwich,"The sandwich comprises a juicy grilled chicken patty, white cheddar cheese and chicken bacon, with chargrill sauce (bbq sauce) sandwiched between a fluffy semolina bun.
(S$6.20 ala carte)",https://burpple-2.imgix.net/foods/60d6dc2e9da44cb4aa01795167_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Crispy Chicken + McWings,"The latest menu item - Crispy Chicken! The fried chicken is made up of tender thigh meat covered with a crispy coating, and it is mildly spicy but juicy (maybe it was served hot to me).
I ordered the Happy Sharing Box which consist of two pieces of fried chicken and four pieces of McWings.
(S$9.20)",https://burpple-2.imgix.net/foods/60d6dc2401c048966921724899_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Peach Pie,"The pie did smell like peaches - but not the fresh fruit kind, it was the smell of flavored peach drink. The crust used is the same as standard apple pie, but the fillings has a strong artificial peach taste. The peach bits texture is similar to softer version of nata de coco, and is much sweeter. (S$1.40).",https://burpple-1.imgix.net/foods/60d6dc20e9c975284561705608_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Dinosaur McFlurry,"Milo powder mixed with vanilla ice cream, topped up with coco pops (S$3).",https://burpple-3.imgix.net/foods/60d6dc1db04bb5ae1c01686229_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Ha Cheong Gai Burger,"The Ha Cheong Gai (HCG) burger was really good. Although the HCG taste was light, the chicken was actually tender and juicy, with crispy outer skin. It comes with 2 slices of crunchy cucumber and lettuces.",https://burpple.imgix.net/foods/60d6dc183099acdb41e1654393_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,HA HA Cheong Gai Feast Set,"The feast set comes with the burger, drumlets, criss cut fries and a drink.
The Ha Cheong Gai (HCG) burger was really good. Although the HCG taste was light, the chicken was actually tender and juicy, with crispy outer skin.
The HCG drumlets have strong HCG taste as compared to the burger. The drumlets has a crispy outer skin but the one I got was a little too dark in color (not sure if every drumlet was that dark in color).
The criss cut fries was seasoned well, eat it while is out before it turns soggy.
(S$9.90).",https://burpple.imgix.net/foods/60d6dc183094b68c3cc1654392_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Fish & Fries,"Disappointed with the fried fish, the batter is crispy but there’s a “mud” smell for the fish dory.",https://burpple-1.imgix.net/foods/60d6dc11a78cf35d9281614430_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Chocolate Pie,Thick chocolate custard filling that is not overly sweet ($1.40).,https://burpple-2.imgix.net/foods/60d6dc11a775d0b4d881614425_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Dinosaur McFlurry,"Not much of the milo flavor, and wondering why there's no milo powder added to the top of my McFlurry (S$3).",https://burpple-1.imgix.net/foods/60d6dc06fcbce2d5dec1553465_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Eggcellent McSpicy,"Open up the box and saw a messy Eggcellent McSpicy. Well, it tastes like any other McSpicy burger with an egg added to it.",https://burpple-3.imgix.net/foods/60d6dc06fcb1ff37f981553463_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Minions Attack,"The Spicy Chicken McNuggets were spicy and salty so it would probably fit your palate if you like spicy food.
•
Minion Potatoes were adorable with its minion shape cut-out. They are crispy on the outside and mushy in the inside which taste delish.
•
As we were too full from the meal, we only ate the Banana pie about 2 hours later and unexpectedly, it was still slight crispy! The banana filling bursts into our mouths as we bite it too. We felt that it tastes similar to goreng pisang, just without the oiliness.
⚊
#jaepluskaereviews",https://burpple.imgix.net/foods/608a71e36b12ab89c481535318_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Strawberry Pie ($1.60),"CNY Special
.
Fuchsia-coloured pastry is stuffed with sweet strawberry chunks
.",https://burpple-2.imgix.net/foods/2feec0703b546c7a5a641927948_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Prosperity Chicken Burger,"CNY Special
.
Chicken patty stuffed with crispy onions, and doused generously with black pepper sauce, then enclosed in two buns
.",https://burpple-2.imgix.net/foods/2feec0703b544e63a1f01927947_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Prosperity Beef Burger,"CNY Special
.
Beef patty stuffed with crispy onions, and doused generously with black pepper sauce, then enclosed in two buns",https://burpple.imgix.net/foods/2feec0703b5433ba98421927946_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,McGriddles,can never resist having a mcgriddles on a weekend morning!!! BLISS,https://burpple-3.imgix.net/foods/310e2423ee8301cb9a501904881_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,[NEW] Ha! Chicken Drumlets ($2),"Made with prawn paste
.
Crunchy and full of unami goodness",https://burpple-3.imgix.net/foods/2feec06f6647171f23521896832_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Yuzu McFrizz,Citrusy refreshing! Mixture of Yuzu syrup with sprite.,https://burpple-3.imgix.net/foods/60d6dc3ee023e2061f81859283_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Potatoes,"Fried potato comes in six shapes (emoji) selected at a random. Tastes exactly like fried potato balls.
(S$2 ala carte)",https://burpple.imgix.net/foods/60d6dc2e9da8950c25c1795168_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,Chocolate,"Priced at $1.50 each
.
The pie crust is crunchy and flaky as usual. The chocolate filling had a smooth texture as well as a rich bitter chocolatey taste
.
Now I know why it was sold out so fast islandwide last year
.
Because this chocolate pie has my chocolate-lover stamp of approval.
.
#burpple #sgfood #sgdessert #uniquepie #chocolatepie #piecrust #bitter #rich #molten #chocolate #McDonaldssg #simei",https://burpple.imgix.net/foods/2feec06cf72c9e8f1c981720571_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,We rarely are in time for breakfast so thank you @mcdsg for having breakfast menu till 12pm during weekends.,"🤣 We are in love with Mac's latest breaded chicken btw! Please sell them like you sell nuggets too?! Oh ya, can someone also tell Jae that the big breakfast's sausage is not made of beef? Or is it really beef?
⚊
▪
▪
▪
▪
#feedthetheme #mcdsg #igsg #singapore #sgfoodie #sgfood #foodsg #sgfoodies #sgeats #sgfoodporn #instafood_sg #sgcafe #burpple #foodporn #foodlover #foodpics #foodphotography #foodgasm #food #foodie #instafood #feedfeed #먹스타그램 #먹방 #먹스타 #일상 #yum #delicious #breakfast #mcdonalds",https://burpple-1.imgix.net/foods/608a71ec7280c7abe2c1593158_original.?w=420&dpr=1&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,🇸🇬 Mcdonald's⚊The Spicy Chicken McNuggets were spicy and salty so it would probably fit your palate if you like spicy food.,"•
Minion Potatoes were adorable with its minion shape cut-out. They are crispy on the outside and mushy in the inside which taste delish.
•
As we were too full from the meal, we only ate the Banana pie about 2 hours later and unexpectedly, it was still slight crispy! The banana filling bursts into our mouths as we bite it too. We felt that it tastes similar to goreng pisang, just without the oiliness.
⚊
#jaepluskaereviews
•
#igsg #sg #sgfoodie #sgfood #foodsg #sgfoodies #foodiesg #sgeats #sgfoodporn #instafood_sg #foodinsing #sgcafe #whati8today #burpple #foodporn #foodlover #foodpics #foodphotography #foodgasm #foodgram #food #foodie #instafood #foodblog #foodblogger #dessert #minions #yellow #banana",https://burpple-2.imgix.net/foods/608a71e391f5d36abb01536396_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,🇸🇬 Mcdonald's⚊This Banana flavoured Ice-Cream ($1) didn't disappoint us!,"We were afraid that it would taste very artificial but it was surprisingly good, can't wait to try the Sundae and McFlurry!
⚊
#jaepluskaereviews
•
#igsg #sg #sgfoodie #sgfood #foodsg #sgfoodies #foodiesg #sgeats #sgfoodporn #instafood_sg #foodinsing #sgcafe #whati8today #burpple #foodporn #foodlover #foodpics #foodphotography #foodgasm #foodgram #food #foodie #instafood #foodblog #foodblogger #dessert #minions #yellow #banana",https://burpple-3.imgix.net/foods/608a71e391ab6a5d42c1536325_original.?w=20&fit=crop&q=80&auto=format
McDonald's (Eastpoint Mall),35 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Supper
Fast Food",,matcha latte,cute foam art!!,https://burpple.imgix.net/foods/42565941cdfcb90ea3a1534678_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Fried Hokkien Prawn Noodle,1 REVIEW,0 WISHLISTED,Tampines,~$5/pax,Hawker Food,,Noodle,"Fried Hokkien Prawn Noodle (S$5)
826 Fried Hokkien Prawn Noodle",https://burpple.imgix.net/foods/1675928161_review_image1961438_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Long wait for food,"Signature Mini Family Set (S$48.80)
Tom Yum Creamy Soup, Stirred Fried KangKong, Thai Southern (Hatyai) Fried Chicken, Stir Fried Basil Chicken
Waited quite long for the stirred fried Kang Kong which tasted the most spicy among the 4 dishes. We were almost done when the dish was finally ready for collection.
Served with 4 plain rice
Looking back at the menu, I just realized that we had missed a dish - Thai Omelet.
Sad 😢!
Real Thai
Address 🛖 : 5 Changi Business Park Central 1, # B1-36 Changi City Point, Singapore 🇸🇬 486 038
Open 🕰️ :
Mon - Fri : 11am - 9pm
Sat - Sun : 11.30am - 9pm
Website 🕸️ : http://www.realthai.com",https://burpple-1.imgix.net/foods/1677220850_review_image1962407_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Chicken Basil & Ruby,"From Real Thai
Tasty plate of the classic stir fried chicken basil with fragrant rice.
Dessert - red ruby in iced coconut cream.
Nice!",https://burpple-3.imgix.net/foods/5ffb3ea49a0bf5b87c01924472_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Thai Boat Noodle & Fried Wings,"From Real Thai
Let’s go again on this satisfying portion of Thai boat vermicelli with slice beef & balls.
Chosen the deep fried crispy chicken mid joints.
Nice!",https://burpple-2.imgix.net/foods/5ffb3ea49a005a088c81924471_original.?w=20&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Great Service. Thai Food.,"Ordered this for my friend's bday surprise! It was a bit last minute and rushed but staff was friendly and accomodating, even wrote a little personalised note for me when I requested. My friend had a very nice bday surprise as a result. Would recommend just for the customer service, very nice. My friend said it tasted really good :D",https://burpple-3.imgix.net/foods/31ea962a0642755a582e1901664_original.?w=20&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Side Dishes,"From Real Thai
Tasty side dishes: juicy chicken in pandan and crispy spring rolls.
Nice bites.",https://burpple.imgix.net/foods/5ffb3e981190ec78ab01894901_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Thai Southern Fried Chicken With Rice,"From Real Thai
Deep fried crispy chicken.
Fluffy Thai fragrant rice.
Really not bad indeed.",https://burpple-3.imgix.net/foods/5ffb3e98118b7b335d21894900_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Pineapple Fried Rice,"From Real Thai
Tasty plate of pineapple fried rice with chicken.
Not bad indeed.",https://burpple-2.imgix.net/foods/5ffb3e981183e380d881894898_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Beef Thai Boat Noodles,"From Real Thai
Savoury bowl of beef Thai boat noodles.
Satisfying portion.",https://burpple-1.imgix.net/foods/5ffb3e95769607e5b261886814_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Pineapple Fried Rice,"From Real Thai
Tasty plate of pineapple fried rice with chicken.
Not bad indeed.",https://burpple-2.imgix.net/foods/5ffb3e95768f8c463de1886813_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Side Dish,"From Real Thai
These are bundled with set upon ordered.
Deep fried crispy spring roll & chicken mid joint.
Yummy each bite!",https://burpple-1.imgix.net/foods/5ffb3e95756edff02d21886794_original.?w=20&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,| 🍲 Thai Food is all so Attractive ！...,"~
·
Set D - Beef Thai Boat Noodles- $15.90
·
Real Thai offers a spread of yummy al carte and set meals for Thai food lovers like me! Set D is Thai boat noodles, I picked the mixed beef flavour. It’s so flavourful I want to finish the whole bowl of soup! The slice beef and meatball is not stingy at all. The set also comes with deep fried chicken & soft drink. Top up $2 to change to coconut water. I like their Chicken Pad Thai ($9.80)! Their side dishes are great too such as the Chicken in Pandan ($6.80). Must end off the meal with some Thai dessert. Red Ruby ($4.50) has a slight crunch texture which is addictive. They also offer mango sticky rice with pandan flavour
·
Real Thai
@realthaisg",https://burpple-3.imgix.net/foods/5c26b1165f900e7e6101826228_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,Drinks,"From Real Thai
Ice chilled beverage: lemongrass juice and mango juice.
Refreshing indeed.",https://burpple.imgix.net/foods/5ffb3e988de6ddbed621896431_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Real Thai (Changi City Point),13 REVIEWS,5 WISHLISTED,Tampines,~$15/pax,"Thai
Delivery",,"Congratulations on @realthaisg Third Outlet Opening located at the courtyard of ""Food Garden"" in @changicitypoint_sg !!",".
Food item we have tried.
Featuring:
[MAIN]
✒️Pandan Chicken ~ $6.80
Mini Thai Otah ~ $5.20
Thai Curry Fishball ~ 5.00
Creamy Tom Yum Shrimp Soup ~ $8.00
Stir Fried Chicken Basil Rice ~ $10.80
✒️Shrimp Pad Thai ~ $11.50
Thai Laksa Chicken ~ $10.50
✒️Shrimp Tom Yum Fried Rice ~ $10.80
[DESSERT]
✒️Thai Ice Milk Soft serve in 🥥 Husk
Thai Dumpling ~ $4.50
Thai Mango Sticky Rice ~ $7.00
Longan & Mango w/ Sago ~ $4.50
✒️Red Ruby ~ $4.50
.
My favourite will be those stated in ✒️!
Pandan Chicken deep fried to perfection Juicy & Tender😋, as well as the Shrimp Pad Thai w/ Juicy Fresh prawn & Kway Tiao cooking to perfect with the right seasoning! Last but not least all their dessert are handmade freshly daily❤️❤️
.
Thanks for REALly having me to try the THAI food again! Most importantly, I deeply appreciate the guest that accepted my last minutes invitation 🥰🥰
.
#burpple #makemoments #buzzfeedtasty #huffposttaste #tastingtable #huaweimate20 #clifftonjtphotography #foodphotography #beautifulcuisines #onthetable #hungryfever #feedfeed #instagood #cliffton_jt #foodtrending #foreverhungry #photooftheday #thetrendychef #realthaisg #changicitypoint #thaifoodsg #thailandinsider #padthai #flatlay #tiktoksg #tiktok",https://burpple.imgix.net/foods/2ef683438650d401d4681820849_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Char Siew Rice,"🍽️ Char siew(BBQ pork) Rice @ Man Tang Hongkong Style Roasts $3.50
,🍖At first glance, I was quite disappointed at how thinly sliced most of the char siew are. But when I bite into it, the charred flavour from the meat and sauce burst in my mouth! This is what a good plate of char siew should taste like. Eventhough the char siew is more to the lean side of the meat and for my plate, there's no fat at all. But the flavour wins it all.
It was a pleasant meal. I will be trying out their roast duck and roast pork next. I think they have a few outlets around Singapore too.",https://burpple-3.imgix.net/foods/33f3b3f40507288e098c1927655_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Very Good Meats!,"Now I dare say this one of the best roast meats I've had. We got the char siew, roasted duck and roasted pork belly for 2 pax ($14) and the amount given was pretty substantial! The Char Siew was tender, sweet and smoky, the Dan Gui Roasted Duck was tender, full of flavour and definitely slightly herbally! The Roasted Pork Belly is definitely one of my favourites, as the skin was so darn crispy and the meat is tender and succulent 😍 oh and you gotta put the sauce as well, so smoky and aromatic! Recommended for those in the East!",https://burpple-1.imgix.net/foods/5e97b68e506100380981921822_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Nasi Lemak ($4.50),Ate this growing up and still crave for it every weekend. Go early to beat the queue!,https://burpple-1.imgix.net/foods/30081f3b2839403111de1742560_original.?w=20&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Dim Sum,"My family’s favourite dim sum place is found within a coffee shop at 419 Tampines. Founded by a Hong Kong-er this place serves good ol dimsum at really really affordable prices. Our favourite is the deep fried dumpling which is stuffed with fresh prawn and meat ingredients, always sold out!",https://burpple-1.imgix.net/foods/2f5ed87343d5ee9647d61724191_original.?w=20&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,"Noodles & crispy chicken with iced coffee 🍜🍗☕️ When you're not as energetic as your usual self, you need some hot noodles to warm you up!",#burpple,https://burpple-2.imgix.net/foods/53e012b31e1c8fdfda41455812_original.?w=20&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,"[Tampines] It's bad enough that your stomach is growling, it's worst when you saw this picture and thought of supper from the other night.","The vague recollection on how this pot of umami pork broth with pork balls, fishcake and pork slices waiting right in front of you, together with a bowl of QQ e-mian with flavoured with chilli and lard oil, all screaming ""eat me, eat me."" This is my love-hate relationship with the 小锅面 and I guess I should be heading to bed now.
|
|
#onthetable #makan #burpple #burppletastemaker #eat #foodporn #sgfoodporn #foodphoto #sgfoodies #foodstagram #foodphotography #instafoodsg #instafood_sg #instasg #vscocam #vscofood #sgfood #foodsg #singaporefood #singapore #sgfoodporn #sgig #igsg #openricesg #8dayseat #eatoutsg #hungrygowhere #whati8today #sghawker #coffeeshopping #hawkerpedia",https://burpple-3.imgix.net/foods/2d941c0d9eb9a3e5fa41324590_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Ban Mian,Cheap Ban Mian! (especially love their noodles😍),https://burpple-2.imgix.net/foods/3d7dac89ce7a6a76b361320597_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Dim sum breakfast #nom,Dim sum breakfast #nom,https://burpple-2.imgix.net/foods/10261e3f3441ca4f9a6651794_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,福记云吞面,NA,https://burpple-2.imgix.net/foods/1263455040dafed8bc8538103_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Mushrooms With Ham And Cheese,NA,https://burpple.imgix.net/foods/46e3b008f103092c17532_original.?w=420&dpr=1&fit=crop&q=80&auto=format
419 F&B,11 REVIEWS,9 WISHLISTED,Tampines,Know the average price?,"Kopitiam
Hawker Food",,Mushrooms With Ham And Cheese,NA,https://burpple-3.imgix.net/foods/f95ca6f6f932e5fa17531_original.?w=420&dpr=1&fit=crop&q=80&auto=format
